date, pm25, pm10, o3, no2, so2, co
2022/12/29, 38, 37, 36, 5, 1, 3
2022/12/30, 76, 21, 37, 3, 1, 2
2022/12/31, 44, 47, 52, 6, 1, 4
2023/1/1, 104, 14, 34, 3, 1, 2
2022/7/1, 21, 19, 27, 3, 2, 3
2022/7/2, 50, 16, 27, 3, 2, 3
2022/7/3, 48, 11, 16, 1, 1, 4
2022/7/4, 16, 11, 24, 3, 1, 
2022/7/5, 39, 13, 20, 1, 1, 4
2022/7/6, 19, 16, 21, 1, 1, 4
2022/7/7, 26, 22, 35, 2, 1, 4
2022/7/8, 41, 20, 52, 2, 1, 4
2022/7/9, 55, 18, 47, 3, 1, 4
2022/7/10, 52, 12, 36, 3, 1, 4
2022/7/11, 40, 13, 38, 3, 1, 
2022/7/12, 12, 17, 29, 1, 1, 
2022/7/13, 18, 23, 37, 2, 1, 4
2022/7/14, 33, 16, 36, 4, 1, 4
2022/7/15, 35, 17, 43, 2, 1, 3
2022/7/16, 30, 19, 40, 3, 1, 3
2022/7/17, 38, 32, 54, 1, 1, 4
2022/7/18, 50, 22, 53, 2, 1, 4
2022/7/19, 42, 22, 42, 2, 1, 3
2022/7/20, 53, 21, 43, 1, 1, 3
2022/7/21, 33, 13, 46, 2, , 
2022/7/22, 29, 19, 54, 1, 1, 4
2022/7/23, 55, 15, 45, 2, 1, 4
2022/7/24, 39, 13, 43, 3, , 3
2022/7/25, 32, 9, 40, 2, 1, 3
2022/7/26, 26, 9, 34, 2, 1, 
2022/7/27, 25, 14, 32, 2, 1, 4
2022/7/28, 55, 13, 30, 2, 1, 3
2022/7/29, 29, 11, 20, 1, 1, 3
2022/7/30, 15, 18, 19, 1, 1, 3
2022/7/31, 15, 22, 38, 1, 1, 3
2022/8/1, 21, 12, 31, , 1, 3
2022/8/2, 12, 7, 18, 2, 1, 3
2022/8/3, 5, 5, 23, 2, 1, 3
2022/8/4, 8, 6, 19, 1, 1, 3
2022/8/5, 11, 10, 29, 2, 1, 3
2022/8/6, 20, 13, 29, 1, 1, 3
2022/8/7, 27, 7, 18, 1, 1, 3
2022/8/8, 6, 7, 19, 1, 1, 3
2022/8/9, 10, 5, 17, 1, 1, 3
2022/8/10, 13, 3, 23, 1, 1, 
2022/8/12, 39, 12, 34, 2, 1, 4
2022/8/13, 34, 9, 23, 1, 1, 
2022/8/14, 18, 6, 19, 1, 1, 
2022/8/15, 11, 17, 19, 1, 1, 4
2022/8/16, 26, 9, 31, 2, 1, 4
2022/8/17, 21, 10, 41, 2, 1, 4
2022/8/18, 14, 10, 22, 3, 1, 4
2022/8/19, 22, 20, 40, 2, , 4
2022/8/20, 54, 11, 39, 2, , 4
2022/8/21, 38, 10, 40, 2, , 3
2022/8/22, 31, 13, 39, 2, 1, 4
2022/8/23, 33, 20, 36, 3, 1, 4
2022/8/24, 42, 17, 39, 2, 1, 3
2022/8/25, 47, 15, 42, 2, 1, 3
2022/8/26, 49, 19, 50, 1, 1, 3
2022/8/27, 59, 16, 37, 1, 1, 3
2022/8/28, 48, 18, 40, 1, , 4
2022/8/29, 48, 19, 34, 2, 1, 4
2022/8/30, 62, 11, 37, 2, 1, 3
2022/8/31, 40, 15, 35, 2, , 3
2022/9/1, 51, 10, 38, 1, 1, 3
2022/9/2, 33, 16, 21, 1, 1, 3
2022/9/3, 39, 20, 12, 1, 1, 3
2022/9/4, 48, 34, 20, 1, 1, 4
2022/9/5, 60, 20, 42, 1, 1, 2
2022/9/6, 47, 23, 61, 2, 1, 2
2022/9/7, 59, 26, 67, 2, 1, 3
2022/9/8, 70, 23, 40, 2, 1, 3
2022/9/9, 62, 26, 34, 1, 1, 3
2022/9/10, 60, 23, 28, 1, 1, 3
2022/9/11, 63, 25, 34, 1, 1, 3
2022/9/12, 62, 23, 26, 1, 1, 3
2022/9/13, 60, 30, 29, , 1, 3
2022/9/14, 66, 38, 33, 1, 1, 3
2022/9/15, 72, 26, 27, 2, 1, 4
2022/9/16, 58, 23, 44, 2, 1, 4
2022/9/17, 68, 17, 39, 2, 1, 4
2022/9/18, 63, 21, 35, 1, 1, 3
2022/9/19, 61, 32, 33, 2, , 2
2022/9/20, 59, 24, 35, 2, , 2
2022/9/21, 54, 20, 40, 2, 1, 3
2022/9/22, 50, 22, 50, 2, 1, 3
2022/9/23, 60, 16, 37, 1, , 2
2022/9/24, 43, 17, 41, 2, 1, 3
2022/9/25, 52, 19, 54, 3, 2, 4
2022/9/26, 60, 19, 51, 3, 1, 3
2022/9/27, 63, 19, 35, 3, 1, 3
2022/9/28, 54, 15, 45, 2, 1, 3
2022/9/29, 49, 23, 65, 2, 1, 3
2022/9/30, 61, 21, 59, 2, 1, 3
2022/4/1, 47, 18, 44, 4, 1, 3
2022/4/2, 47, 16, 50, 4, 1, 3
2022/4/3, 40, 26, 57, 5, 1, 3
2022/4/4, 54, 25, 49, 8, 2, 3
2022/4/5, 54, 25, 52, 7, 1, 3
2022/4/6, 57, 31, 56, 7, 1, 3
2022/4/7, 63, 35, 56, 7, 1, 3
2022/4/8, 63, 27, 52, 5, 1, 3
2022/4/9, 51, 26, 47, 4, 1, 3
2022/4/10, 56, 21, 33, 4, 1, 3
2022/4/11, 44, 11, 23, 4, , 3
2022/4/12, 27, 15, 35, 3, , 3
2022/4/13, 35, 16, 32, 3, , 4
2022/4/14, 35, 26, 57, 3, 1, 3
2022/4/15, 55, 41, 55, 5, 1, 3
2022/4/16, 83, 29, 59, 3, 1, 2
2022/4/17, 47, 29, 73, 6, 1, 3
2022/4/18, 54, 34, 74, 6, 1, 3
2022/4/19, 58, 28, 74, 6, 1, 3
2022/4/20, 55, 23, 53, 7, 1, 3
2022/4/21, 60, 20, 61, 5, 1, 3
2022/4/22, 53, 22, 40, 5, 1, 4
2022/4/23, 60, 25, 49, 5, 1, 4
2022/4/24, 60, 18, 45, 5, 1, 3
2022/4/25, 45, 10, 16, 3, 1, 3
2022/4/26, 21, 51, 44, 2, 1, 3
2022/4/27, 67, 55, 42, 2, 1, 
2022/4/28, 64, 16, 47, 2, , 3
2022/4/29, 48, 14, 43, 2, 1, 2
2022/4/30, 35, 32, 43, 2, 1, 3
2022/5/1, 46, 35, 61, 3, 1, 4
2022/5/2, 60, 23, 64, 3, 1, 4
2022/5/3, 44, 21, 60, 5, 1, 4
2022/5/4, 47, 24, 45, 4, 1, 4
2022/5/5, 49, 27, 45, 3, 1, 4
2022/5/6, 57, 25, 38, 3, 1, 4
2022/5/7, 56, 29, 38, 2, 1, 3
2022/5/8, 52, 24, 43, 2, 1, 
2022/5/9, 38, 28, 43, 2, , 3
2022/5/10, 43, 17, 33, 3, , 3
2022/5/11, 45, 16, 32, 2, , 3
2022/5/12, 42, 14, 33, 3, , 3
2022/5/13, 28, 29, 54, 2, 1, 2
2022/5/14, 45, 17, 45, 1, 1, 1
2022/5/15, 26, 19, 52, 3, 1, 1
2022/5/16, 35, 36, 81, 6, 1, 2
2022/5/17, 73, 34, 80, 5, 1, 2
2022/5/18, 71, 30, 77, 5, 1, 2
2022/5/19, 65, 25, 50, 4, 2, 2
2022/5/20, 57, 21, 49, 4, 1, 1
2022/5/21, 50, 21, 52, 4, 1, 
2022/5/22, 49, 25, 47, 5, 1, 2
2022/5/23, 57, 22, 51, 4, 1, 1
2022/5/24, 48, 25, 46, 4, 1, 2
2022/5/25, 51, 22, 47, 3, , 3
2022/5/26, 41, 24, 58, 4, 1, 3
2022/5/27, 40, 21, 48, 5, 1, 3
2022/5/28, 50, 14, 46, 2, 1, 3
2022/5/29, 32, 18, 43, 3, , 3
2022/5/30, 41, 21, 46, 4, 1, 2
2022/5/31, 40, 19, 47, 6, 1, 3
2022/6/1, 40, 19, 49, 4, 1, 3
2022/6/2, 48, 22, 40, 4, 1, 3
2022/6/3, 57, 36, 44, 3, 1, 3
2022/6/4, 63, 14, 42, 1, 1, 3
2022/6/5, 24, 15, 42, 2, 1, 
2022/6/6, 30, 19, 36, 3, 1, 
2022/6/7, 30, 17, 30, 1, 1, 2
2022/6/8, 30, 18, 32, 2, 1, 2
2022/6/9, 37, 24, 36, 3, 1, 2
2022/6/10, 53, 21, 43, 2, 1, 2
2022/6/11, 53, 26, 33, 1, 1, 2
2022/6/12, 50, 21, 40, 1, 1, 2
2022/6/13, 46, 8, 34, 2, 1, 2
2022/6/14, 18, 18, 68, 3, 1, 3
2022/6/15, 44, 36, 80, 3, 1, 4
2022/6/16, 88, 14, 39, 2, 1, 4
2022/6/17, 37, 12, 31, 2, 1, 3
2022/6/18, 27, 9, 26, 2, 1, 4
2022/6/19, 24, 8, 26, 2, 1, 3
2022/6/20, 15, 7, 32, 1, 1, 3
2022/6/21, 22, 15, 31, 3, 1, 3
2022/6/22, 40, 22, 26, 2, 1, 4
2022/6/23, 45, 20, 48, 1, 1, 4
2022/6/24, 41, 22, 41, 1, , 3
2022/6/25, 52, 15, 16, 1, 1, 3
2022/6/26, 28, 20, 12, 1, 1, 3
2022/6/27, 29, 26, 18, 1, , 3
2022/6/28, 38, 25, 17, 1, , 3
2022/6/29, 31, 17, 16, 1, 1, 4
2022/6/30, 16, 11, 14, 2, 2, 3
2022/1/3, 48, 28, 36, 5, 1, 4
2022/1/4, 59, 9, 31, 5, 1, 3
2022/1/5, 23, 20, 34, 6, 1, 3
2022/1/6, 50, 16, 33, 7, 1, 3
2022/1/7, 43, 18, 34, 5, 1, 3
2022/1/8, 48, 44, 41, 6, 1, 4
2022/1/9, 105, 35, 36, 8, 1, 4
2022/1/10, 82, 13, 33, 3, , 3
2022/1/11, 30, 11, 32, 3, , 
2022/1/12, 25, 16, 30, 4, 1, 3
2022/1/13, 42, 15, 30, 4, 1, 
2022/1/14, 28, 16, 29, 7, 2, 3
2022/1/15, 38, 30, 33, 5, 1, 3
2022/1/16, 67, 28, 36, 4, 1, 3
2022/1/17, 56, 16, 32, 4, 1, 2
2022/1/18, 30, 17, 36, 6, 1, 4
2022/1/19, 42, 18, 33, 4, 1, 4
2022/1/20, 43, 19, 33, 7, 1, 3
2022/1/21, 50, 14, 34, 5, 1, 3
2022/1/22, 29, 11, 32, 4, 2, 3
2022/1/23, 29, 30, 35, 5, 1, 3
2022/1/24, 62, 19, 36, 6, , 4
2022/1/25, 46, 47, 38, 5, , 6
2022/1/26, 112, 41, 34, 6, 1, 4
2022/1/27, 98, 16, 36, 3, 1, 3
2022/1/28, 35, 14, 36, 2, 1, 2
2022/1/29, 30, 15, 37, 2, 1, 3
2022/1/30, 27, 12, 38, 3, 1, 2
2022/1/31, 26, 42, 39, 4, 1, 4
2022/2/1, 86, 30, 40, 3, 1, 3
2022/2/2, 70, 15, 38, 3, 1, 2
2022/2/3, 34, 29, 44, 3, , 4
2022/2/4, 64, 18, 37, 2, 1, 2
2022/2/5, 42, 13, 36, 2, 1, 2
2022/2/6, 30, 14, 35, 4, 1, 
2022/2/7, 27, 15, 37, 3, 1, 
2022/2/8, 36, 24, 39, 6, 1, 4
2022/2/9, 61, 22, 54, 4, 1, 4
2022/2/10, 53, 36, 49, 7, 2, 4
2022/2/11, 83, 33, 50, 7, 1, 4
2022/2/12, 75, 34, 46, 6, 1, 4
2022/2/13, 75, 36, 52, 6, 1, 4
2022/2/14, 85, 30, 38, 4, , 4
2022/2/15, 61, 22, 37, 3, , 3
2022/2/16, 49, 17, 35, 3, 1, 3
2022/2/17, 44, 15, 33, 5, 1, 3
2022/2/18, 32, 15, 36, 3, , 4
2022/2/19, 37, 15, 36, 2, , 3
2022/2/20, 33, 29, 40, 4, 1, 4
2022/2/21, 59, 26, 36, 4, 1, 3
2022/2/22, 52, 16, 37, 2, , 2
2022/2/23, 33, 19, 41, 3, 1, 3
2022/2/24, 42, 28, 45, 6, 1, 3
2022/2/25, 62, 40, 56, 9, 2, 4
2022/2/26, 80, 27, 43, 4, 1, 3
2022/2/27, 52, 18, 41, 7, 1, 3
2022/2/28, 39, 33, 50, 4, 1, 4
2022/3/1, 66, 20, 38, 3, 1, 3
2022/3/2, 27, 46, 58, 8, 1, 4
2022/3/3, 83, 57, 56, 8, 1, 4
2022/3/4, 97, 56, 45, 4, 1, 3
2022/3/5, 49, 24, 38, 3, 1, 
2022/3/6, 21, 23, 43, 5, 1, 3
2022/3/7, 35, 45, 51, 8, 1, 3
2022/3/8, 65, 60, 74, 10, 1, 5
2022/3/9, 120, 45, 63, 9, 1, 4
2022/3/10, 83, 39, 48, 7, 1, 4
2022/3/11, 67, 29, 44, 7, 2, 4
2022/3/12, 52, 29, 40, 4, 2, 4
2022/3/13, 50, 18, 38, 6, 2, 5
2022/3/14, 52, 30, 45, 6, 2, 4
2022/3/15, 56, 34, 52, 7, 2, 4
2022/3/16, 55, 34, 43, 5, 2, 4
2022/3/17, 59, 10, 38, 4, 2, 
2022/3/18, 22, 22, 36, 4, 2, 4
2022/3/19, 49, 14, 37, 4, 2, 4
2022/3/20, 41, 20, 37, 4, , 3
2022/3/21, 54, 20, 44, 4, , 3
2022/3/22, 48, 35, 44, 6, 1, 
2022/3/23, 80, 56, 61, 8, 1, 4
2022/3/24, 124, 43, 43, 6, 1, 4
2022/3/25, 77, 24, 44, 3, 1, 4
2022/3/26, 41, 40, 49, 2, 1, 3
2022/3/27, 46, 21, 40, 3, 1, 2
2022/3/28, 34, 20, 44, 4, 1, 3
2022/3/29, 39, 26, 40, 5, , 4
2022/3/30, 56, 24, 44, 4, , 3
2022/3/31, 51, 20, 41, 3, 1, 3
2021/10/1, 31, 27, 63, 2, 1, 5
2021/10/2, 54, 30, 61, 2, 1, 4
2021/10/3, 59, 35, 42, 2, 1, 4
2021/10/4, 46, 23, 34, 3, 1, 4
2021/10/5, 34, 24, 39, 3, 1, 4
2021/10/6, 43, 23, 45, 2, 1, 
2021/10/7, 46, 25, 43, 2, 2, 5
2021/10/8, 56, 24, 40, 2, 1, 4
2021/10/9, 54, 26, 29, 2, 1, 4
2021/10/10, 37, 15, 29, 2, 1, 4
2021/10/11, 20, 14, 31, 2, , 4
2021/10/12, 15, 14, 31, 2, , 
2021/10/13, 10, 13, 32, 2, , 
2021/10/14, 10, 13, 43, 3, , 3
2021/10/15, 15, 13, 36, 2, , 3
2021/10/16, 23, 17, 35, 2, , 2
2021/10/17, 19, 12, 37, 4, , 3
2021/10/18, 19, 15, 45, 2, , 2
2021/10/19, 26, 14, 34, 3, 1, 2
2021/10/20, 20, 13, 38, 2, , 2
2021/10/21, 14, 19, 44, 3, , 
2021/10/22, 34, 17, 45, 3, 1, 
2021/10/23, 33, 11, 38, 3, 1, 2
2021/10/24, 20, 16, 45, 3, , 2
2021/10/25, 34, 18, 52, 4, , 2
2021/10/26, 42, 32, 63, 2, 1, 3
2021/10/27, 63, 16, 49, 3, 1, 2
2021/10/28, 26, 19, 36, 3, 1, 3
2021/10/29, 20, 17, 34, 4, 1, 4
2021/10/30, 21, 15, 42, 3, 1, 3
2021/10/31, 32, 35, 56, 3, 1, 4
2021/11/1, 74, 25, 41, 3, 2, 3
2021/11/2, 46, 21, 47, 3, 1, 3
2021/11/3, 45, 32, 53, 3, 1, 3
2021/11/4, 65, 30, 48, 5, 1, 3
2021/11/5, 62, 23, 39, 2, 1, 3
2021/11/6, 23, 17, 41, 2, 1, 
2021/11/7, 17, 16, 41, 2, 1, 3
2021/11/8, 18, 17, 33, 2, , 2
2021/11/9, 22, 14, 31, 3, , 
2021/11/10, 27, 13, 36, 2, , 
2021/11/11, 17, 13, 33, 3, , 
2021/11/12, 17, 23, 36, 5, 1, 3
2021/11/13, 43, 49, 54, 6, 2, 4
2021/11/14, 81, 51, 54, 6, 1, 4
2021/11/15, 76, 52, 71, 6, 3, 4
2021/11/16, 88, 53, 61, 8, 3, 4
2021/11/17, 89, 46, 52, 7, 2, 4
2021/11/18, 70, 41, 63, 5, 2, 3
2021/11/19, 63, 45, 57, 6, 2, 4
2021/11/20, 84, 44, 46, 6, 1, 4
2021/11/21, 89, 33, 37, 3, 1, 4
2021/11/22, 39, 15, 31, 2, , 
2021/11/23, 15, 32, 34, 6, 1, 4
2021/11/24, 43, 45, 42, 7, 1, 4
2021/11/25, 62, 36, 38, 4, 1, 3
2021/11/26, 54, 25, 32, 4, 1, 3
2021/11/27, 39, 13, 32, 4, 1, 3
2021/11/28, 18, 13, 35, 4, 1, 3
2021/11/29, 19, 18, 33, 3, 1, 4
2021/11/30, 34, 13, 28, 1, , 
2021/12/1, 18, 11, 29, 3, , 3
2021/12/2, 16, 28, 32, 4, 1, 3
2021/12/3, 55, 18, 36, 4, 1, 4
2021/12/4, 29, 16, 29, 4, 1, 3
2021/12/5, 30, 21, 35, 5, 1, 3
2021/12/6, 46, 27, 44, 4, 1, 3
2021/12/7, 57, 31, 36, 6, 1, 4
2021/12/8, 70, 17, 27, 5, 1, 3
2021/12/9, 24, 21, 42, 5, 1, 3
2021/12/10, 42, 43, 41, 5, , 5
2021/12/11, 83, 40, 35, 3, 1, 4
2021/12/12, 71, 16, 31, 2, 1, 
2021/12/13, 23, 15, 32, 5, , 3
2021/12/14, 24, 19, 35, 5, , 4
2021/12/15, 37, 17, 40, 3, 1, 4
2021/12/16, 40, 33, 39, 3, 1, 4
2021/12/17, 62, 11, 32, 3, , 
2021/12/18, 15, 19, 34, 3, 1, 3
2021/12/19, 25, 30, 43, 7, 1, 4
2021/12/20, 42, 41, 44, 9, 1, 4
2021/12/21, 73, 21, 35, 5, 1, 2
2021/12/22, 34, 40, 36, 8, 3, 4
2021/12/23, 68, 38, 37, 7, 1, 4
2021/12/24, 74, 16, 31, 2, , 3
2021/12/25, 27, 11, 28, 3, 1, 3
2021/12/26, 21, 11, 28, 4, 1, 3
2021/12/27, 23, 18, 30, 5, , 3
2021/12/28, 38, 28, 35, 7, 1, 4
2021/12/29, 64, 25, 34, 3, 1, 3
2021/12/30, 42, 16, 32, 2, 1, 
2021/12/31, 24, 11, 31, 4, , 3
2022/1/1, 21, 22, 38, 4, 2, 4
2022/1/2, 42, 23, 32, 5, 1, 3
2021/7/1, 53, 20, 28, 3, 1, 3
2021/7/2, 41, 19, 31, 1, 1, 3
2021/7/3, 27, 16, 38, 2, 1, 4
2021/7/4, 27, 19, 15, 1, 1, 3
2021/7/5, 15, 22, 14, 1, , 
2021/7/6, 23, 24, 24, 2, , 3
2021/7/7, 24, 25, 34, 3, 1, 4
2021/7/8, 45, 21, 71, 3, 1, 4
2021/7/9, 45, 20, 48, 2, 1, 4
2021/7/10, 35, 19, 29, 2, 1, 4
2021/7/11, 30, 15, 18, 2, 1, 3
2021/7/12, 19, 15, 17, 2, 1, 
2021/7/13, 14, 11, 9, 5, 1, 4
2021/7/14, 13, 6, 17, 3, 1, 3
2021/7/15, 12, 15, 35, 4, 1, 4
2021/7/16, 40, 13, 33, 3, 1, 4
2021/7/17, 32, 13, 25, 2, 1, 3
2021/7/18, 17, 12, 24, 2, 1, 3
2021/7/19, 14, 18, 28, 3, 1, 4
2021/7/20, 31, 22, 39, 2, 1, 4
2021/7/21, 44, 22, 32, 2, , 4
2021/7/22, 41, 20, 34, 2, 1, 4
2021/7/23, 39, 21, 33, 3, 1, 4
2021/7/24, 32, 26, 26, 1, 1, 4
2021/7/25, 29, 26, 23, 1, 1, 
2021/7/26, 29, 16, 28, 3, 1, 4
2021/7/27, 26, 16, 23, 3, 1, 4
2021/7/28, 37, 13, 25, 2, 1, 4
2021/7/29, 29, 12, 19, 2, 1, 4
2021/7/30, 24, 19, 34, 2, 1, 4
2021/7/31, 45, 11, 20, 2, 1, 4
2021/8/1, 22, 15, 17, 3, 1, 4
2021/8/2, 28, 22, 21, 1, 1, 4
2021/8/3, 35, 18, 25, 4, 1, 
2021/8/4, 43, 15, 28, 4, 1, 4
2021/8/5, 32, 17, 35, 2, 1, 4
2021/8/6, 41, 22, 53, 3, 1, 4
2021/8/7, 61, 17, 35, 3, 1, 4
2021/8/8, 42, 15, 43, 3, , 4
2021/8/9, 33, 21, 45, 2, 1, 5
2021/8/10, 51, 11, 32, 2, 1, 4
2021/8/11, 27, 9, 34, 3, 1, 4
2021/8/12, 12, 9, 43, 1, 1, 
2021/8/13, 16, 7, 45, 1, 1, 4
2021/8/14, 13, 14, 41, 2, 1, 4
2021/8/15, 34, 11, 35, 1, 1, 4
2021/8/16, 16, 14, 39, 2, 1, 4
2021/8/17, 34, 15, 41, 3, 1, 4
2021/8/18, 33, 12, 53, 2, 1, 4
2021/8/19, 23, 10, 37, 2, 1, 4
2021/8/20, 17, 15, 36, 1, 1, 4
2021/8/21, 14, 11, 34, 3, 1, 5
2021/8/22, 26, 13, 15, 1, 1, 4
2021/8/23, 12, 29, 24, 1, , 4
2021/8/24, 41, 28, 58, 2, 1, 4
2021/8/25, 55, 16, 46, 2, 1, 5
2021/8/26, 36, 11, 20, 1, 1, 4
2021/8/27, 22, 11, 22, 2, 1, 4
2021/8/28, 15, 9, 23, 2, 1, 4
2021/8/29, 16, 10, 23, 2, 1, 
2021/8/30, 23, 8, 23, 2, 1, 3
2021/8/31, 14, 12, 40, 2, 1, 5
2021/9/1, 21, 12, 31, 3, 1, 4
2021/9/2, 18, 11, 37, 2, 1, 4
2021/9/3, 18, 15, 34, 2, 1, 4
2021/9/4, 19, 15, 29, 2, 1, 
2021/9/5, 18, 17, 31, 2, 1, 4
2021/9/6, 24, 15, 38, 2, , 4
2021/9/7, 28, 15, 40, 2, 1, 4
2021/9/8, 19, 11, 50, 2, 1, 4
2021/9/9, 22, 12, 31, 3, 1, 
2021/9/10, 22, 12, 38, 2, 1, 4
2021/9/11, 16, 13, 41, 2, 1, 
2021/9/12, 21, 16, 29, 1, 1, 4
2021/9/13, 23, 16, 19, 1, 1, 4
2021/9/14, 7, 18, 32, 1, 1, 4
2021/9/15, 16, 18, 35, , 1, 5
2021/9/16, 13, 13, 31, 2, 1, 4
2021/9/17, 10, 14, 35, 2, 1, 4
2021/9/18, 14, 17, 39, 2, 1, 4
2021/9/19, 23, 19, 35, 1, 1, 4
2021/9/20, 30, 19, 44, 2, 1, 4
2021/9/21, 28, 29, 87, 2, 1, 6
2021/9/22, 62, 28, 66, 3, 1, 5
2021/9/23, 54, 15, 49, 3, , 3
2021/9/24, 30, 17, 36, 2, , 4
2021/9/25, 28, 21, 32, 2, 1, 4
2021/9/26, 24, 21, 33, 2, 1, 
2021/9/27, 24, 19, 34, 3, 1, 5
2021/9/28, 35, 16, 37, 2, 1, 5
2021/9/29, 31, 9, 36, 2, 1, 
2021/9/30, 14, 16, 53, 2, 1, 4
2021/4/1, 63, 49, 42, 4, 1, 3
2021/4/2, 67, 24, 38, 3, 1, 3
2021/4/3, 38, 11, 36, 3, 1, 3
2021/4/4, 24, 19, 42, 4, 1, 2
2021/4/5, 35, 27, 60, 5, 1, 2
2021/4/6, 47, 37, 58, 5, 2, 2
2021/4/7, 72, 34, 60, 6, 1, 2
2021/4/8, 66, 26, 51, 4, 1, 2
2021/4/9, 43, 22, 42, 4, , 2
2021/4/10, 33, 20, 48, 5, 1, 2
2021/4/11, 43, 20, 41, 4, 1, 2
2021/4/12, 38, 17, 44, 4, , 2
2021/4/13, 39, 19, 42, 3, 2, 1
2021/4/14, 33, 24, 62, 6, 1, 2
2021/4/15, 46, 22, 48, 6, 1, 2
2021/4/16, 45, 51, 43, 4, , 2
2021/4/17, 62, 30, 45, 3, 1, 2
2021/4/18, 34, 26, 62, 6, 1, 2
2021/4/19, 41, 28, 71, 7, 2, 
2021/4/20, 49, 31, 83, 6, 2, 3
2021/4/21, 60, 38, 63, 4, 2, 3
2021/4/22, 71, 39, 50, 4, 1, 3
2021/4/23, 65, 37, 42, 3, , 
2021/4/24, 61, 32, 54, 4, 1, 3
2021/4/25, 60, 22, 41, 3, 1, 2
2021/4/26, 34, 21, 46, 5, 1, 2
2021/4/27, 38, 19, 40, 4, , 2
2021/4/28, 42, 39, 68, 5, 1, 2
2021/4/29, 68, 50, 65, 6, 1, 3
2021/4/30, 70, 21, 46, 3, 1, 2
2021/5/1, 39, 23, 45, 4, , 2
2021/5/2, 42, 18, 48, 6, 1, 2
2021/5/3, 33, 27, 44, 3, 1, 
2021/5/4, 37, 49, 52, 2, 1, 2
2021/5/5, 44, 52, 55, 5, 1, 2
2021/5/6, 50, 64, 56, 4, 1, 3
2021/5/7, 70, 147, 78, 4, 1, 3
2021/5/8, 144, 48, 44, 5, 1, 3
2021/5/9, 69, 27, 46, 5, 1, 3
2021/5/10, 38, 26, 43, 3, 1, 3
2021/5/11, 36, 32, 42, 3, 1, 2
2021/5/12, 47, 16, 42, 4, 1, 3
2021/5/13, 24, 18, 37, 5, 1, 4
2021/5/14, 42, 12, 29, 3, 1, 3
2021/5/15, 24, 10, 32, 2, 1, 3
2021/5/16, 17, 20, 38, 4, 1, 4
2021/5/17, 35, 20, 46, 6, 1, 3
2021/5/18, 38, 19, 63, 5, 1, 3
2021/5/19, 45, 13, 45, 4, 1, 3
2021/5/20, 25, 20, 62, 5, 1, 2
2021/5/21, 40, 18, 59, 5, 1, 2
2021/5/22, 40, 16, 53, 4, 1, 2
2021/5/23, 37, 17, 56, 4, 1, 2
2021/5/24, 39, 51, 58, 5, 1, 2
2021/5/25, 71, 32, 59, 7, 1, 3
2021/5/26, 48, 23, 57, 4, , 4
2021/5/27, 44, 33, 64, 4, 1, 4
2021/5/28, 61, 21, 57, 4, 1, 3
2021/5/29, 46, 20, 53, 6, 1, 3
2021/5/30, 43, 21, 52, 7, 1, 2
2021/5/31, 42, 27, 53, 5, 1, 3
2021/6/1, 49, 27, 44, 5, 2, 3
2021/6/2, 51, 9, 44, 3, , 
2021/6/3, 14, 13, 49, 3, , 2
2021/6/4, 22, 24, 62, 3, 1, 3
2021/6/5, 50, 19, 52, 3, 1, 3
2021/6/6, 32, 11, 44, 3, 1, 2
2021/6/7, 26, 17, 36, 4, 1, 3
2021/6/8, 38, 26, 40, 6, 1, 3
2021/6/9, 60, 29, 47, 3, 1, 4
2021/6/10, 56, 14, 37, 3, 1, 3
2021/6/11, 26, 9, 33, 3, 1, 3
2021/6/12, 17, 17, 46, 2, 1, 
2021/6/13, 47, 23, 46, 3, 1, 4
2021/6/14, 54, 17, 34, 3, 1, 3
2021/6/15, 46, 12, 37, 2, 1, 
2021/6/16, 20, 19, 31, 2, 1, 2
2021/6/17, 22, 15, 28, 4, 1, 3
2021/6/18, 25, 16, 44, 4, 1, 3
2021/6/19, 28, 30, 64, 5, 1, 3
2021/6/20, 59, 24, 66, 5, 1, 3
2021/6/21, 45, 24, 41, 4, 1, 3
2021/6/22, 43, 22, 42, 4, 1, 3
2021/6/23, 42, 21, 40, 4, 1, 3
2021/6/24, 40, 16, 40, 4, 1, 3
2021/6/25, 33, 20, 33, 3, 1, 3
2021/6/26, 45, 28, 42, 3, 1, 
2021/6/27, 64, 22, 37, 2, 1, 3
2021/6/28, 46, 21, 39, 2, 1, 3
2021/6/29, 46, 19, 34, 2, 1, 3
2021/6/30, 41, 22, 38, 2, 1, 3
2021/1/4, 66, 27, 33, 4, 1, 3
2021/1/5, 60, 19, 33, 2, 1, 3
2021/1/6, 42, 15, 28, 3, 1, 2
2021/1/7, 33, 9, 31, 2, 1, 2
2021/1/8, 18, 10, 29, 2, , 2
2021/1/9, 18, 14, 29, 4, 1, 2
2021/1/10, 35, 15, 28, 6, 1, 3
2021/1/11, 49, 30, 32, 4, 1, 3
2021/1/12, 56, 67, 41, 8, 2, 3
2021/1/13, 72, 45, 47, 6, 1, 2
2021/1/14, 55, 28, 39, 3, 1, 2
2021/1/15, 27, 41, 32, 2, 1, 3
2021/1/16, 65, 13, 30, 3, 1, 2
2021/1/17, 27, 49, 34, 5, 1, 3
2021/1/18, 77, 16, 35, 3, 1, 1
2021/1/19, 21, 15, 36, 5, 1, 2
