date,stn_id,rain_dur,rain_d99,rain_yn
20250107,271,-9.0,-9.0,False
20250107,272,-9.0,-9.0,False
20250107,273,-9.0,-9.0,False
20250107,276,-9.0,-9.0,False
20250107,277,-9.0,-9.0,False
20250107,278,-9.0,-9.0,False
20250107,279,-9.0,-9.0,False
20250107,281,-9.0,-9.0,False
20250107,283,-9.0,-9.0,False
20250107,284,-9.0,-9.0,False
20250107,285,-9.0,-9.0,False
20250107,288,-9.0,-9.0,False
20250107,289,-9.0,-9.0,False
20250107,294,-9.0,-9.0,False
20250107,295,-9.0,-9.0,False
20250107,296,0.25,-9.0,True
20250108,90,-9.0,-9.0,False
20250108,93,-9.0,-9.0,False
20250108,95,-9.0,-9.0,False
20250108,98,-9.0,-9.0,False
20250108,99,-9.0,-9.0,False
20250108,100,-9.0,-9.0,False
20250108,101,-9.0,-9.0,False
20250108,102,16.08,-9.0,True
20250108,104,-9.0,-9.0,False
20250108,105,-9.0,-9.0,False
20250108,106,-9.0,-9.0,False
20250108,108,1.25,0.0,True
20250108,112,0.8,0.0,True
20250108,114,-9.0,-9.0,False
20250108,115,6.25,0.1,True
20250108,119,1.05,0.0,True
20250108,121,-9.0,-9.0,False
20250108,127,-9.0,-9.0,False
20250108,129,-9.0,1.2,True
20250108,130,-9.0,-9.0,False
20250108,131,11.75,0.7,True
20250108,133,8.08,0.6,True
20250108,135,-9.0,-9.0,False
20250108,136,1.08,0.0,True
20250108,137,-9.0,-9.0,False
20250108,138,0.42,0.0,True
20250108,140,-9.0,-9.0,False
20250108,143,7.42,-9.0,True
20250108,146,13.33,1.9,True
20250108,152,1.8,-9.0,True
20250108,155,1.08,-9.0,True
20250108,156,7.82,-9.0,True
20250108,159,-9.0,-9.0,False
20250108,162,-9.0,-9.0,False
20250108,165,9.8,1.7,True
20250108,168,0.67,0.0,True
20250108,169,5.02,-9.0,True
20250108,170,-9.0,-9.0,False
20250108,172,-9.0,-9.0,False
20250108,174,-9.0,-9.0,False
20250108,177,15.0,1.9,True
20250108,181,-9.0,-9.0,False
20250108,184,10.73,4.1,True
20250108,185,-9.0,-9.0,False
20250108,188,-9.0,-9.0,False
20250108,189,11.03,0.5,True
20250108,192,-9.0,-9.0,False
20250108,201,-9.0,-9.0,False
20250108,202,-9.0,-9.0,False
20250108,203,-9.0,-9.0,False
20250108,211,-9.0,-9.0,False
20250108,212,-9.0,-9.0,False
20250108,216,-9.0,-9.0,False
20250108,217,-9.0,-9.0,False
20250108,221,-9.0,-9.0,False
20250108,226,-9.0,-9.0,False
20250108,232,-9.0,-9.0,False
20250108,235,-9.0,-9.0,False
20250108,236,-9.0,-9.0,False
20250108,238,-9.0,-9.0,False
20250108,239,-9.0,-9.0,False
20250108,243,-9.0,-9.0,False
20250108,244,-9.0,-9.0,False
20250108,245,-9.0,-9.0,False
20250108,247,-9.0,-9.0,False
20250108,248,-9.0,-9.0,False
20250108,251,-9.0,-9.0,False
20250108,252,-9.0,-9.0,False
20250108,253,-9.0,-9.0,False
20250108,254,-9.0,-9.0,False
20250108,255,-9.0,-9.0,False
20250108,257,-9.0,-9.0,False
20250108,258,-9.0,-9.0,False
20250108,259,-9.0,-9.0,False
20250108,260,-9.0,-9.0,False
20250108,261,-9.0,-9.0,False
20250108,262,-9.0,-9.0,False
20250108,263,-9.0,-9.0,False
20250108,264,-9.0,-9.0,False
20250108,266,-9.0,-9.0,False
20250108,268,-9.0,-9.0,False
20250108,271,-9.0,-9.0,False
20250108,272,-9.0,-9.0,False
20250108,273,-9.0,-9.0,False
20250108,276,-9.0,-9.0,False
20250108,277,-9.0,-9.0,False
20250108,278,-9.0,-9.0,False
20250108,279,-9.0,-9.0,False
20250108,281,-9.0,-9.0,False
20250108,283,-9.0,-9.0,False
20250108,284,-9.0,-9.0,False
20250108,285,-9.0,-9.0,False
20250108,288,-9.0,-9.0,False
20250108,289,-9.0,-9.0,False
20250108,294,-9.0,-9.0,False
20250108,295,-9.0,-9.0,False
20250108,296,0.5,-9.0,True
